track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
6NsZucPvDbyARfXLgTpY9u,Giacomo Puccini;HAUSER;Robert Ziegler;London Symphony Orchestra,Classic,Nessun Dorma,51,177960,False,0.168,0.475,2,-5.732,1,0.0349,0.911,0.929,0.124,0.0523,98.286,4,opera
18rI489dTiiDiBSWMW0TSu,Eikichi Yazawa,永吉 (50th Anniversary Remastered),PURE GOLD - Remastered 2022,38,239960,False,0.677,0.717,7,-8.342,1,0.0633,0.188,0.000585,0.0935,0.6,122.938,4,j-rock
3nSfJkSb7xRtrtJMKohXGc,Plaid;Björk,Not For Threes,Lilith,37,278933,False,0.744,0.499,3,-12.428,0,0.0359,0.0986,0.295,0.178,0.668,101.008,4,idm
6d4HsdKXATyNhwTENFFZeP,Joe Zimmerman,Smiling at Wolves,Andrew Jackson,20,301533,False,0.442,0.73,9,-10.668,1,0.949,0.87,0.0,0.759,0.375,81.927,4,comedy
343YKyQVxUR6RDs90q4NrJ,Andrew Lloyd Webber;Emmy Rossum,The Phantom Of The Opera (Original Motion Picture Soundtrack / Deluxe Edition),Wishing You Were Somehow Here Again,27,221240,False,0.169,0.0613,10,-22.802,1,0.0437,0.933,3.66e-05,0.0926,0.0752,91.653,3,show-tunes
3GAzLysbLs1CHJW4JuJWiC,Napalm Death,Utopia Banished,Idiosyncratic,12,155960,False,0.243,0.967,5,-11.58,0,0.0825,3.33e-05,0.317,0.327,0.102,106.748,4,grindcore
4FVIHsnonPabmiAkoNKOJa,FKA twigs,New Grooves,killer,0,176876,False,0.401,0.619,0,-7.035,0,0.21,0.168,0.0,0.272,0.757,78.763,4,trip-hop
19BMNNjQ3Ou1H9xKtUTmo5,Gramofocas,Sempre que eu fico feliz eu bebo,Sempre Que Eu Fico Feliz Eu Bebo,36,125976,True,0.374,0.917,4,-2.215,1,0.0519,0.000828,1.29e-06,0.108,0.705,140.187,4,hardcore
71M4QMn8nrok1KFVXwEEyU,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),You and I Both,35,218240,False,0.615,0.812,7,-6.573,1,0.0458,0.184,0.0,0.328,0.74,98.954,4,acoustic
2FkbeqpCrjjDdVH1SZgDo6,Isak Danielson,Yours,Broken,74,216338,False,0.434,0.637,5,-6.85,0,0.0613,0.451,0.0,0.112,0.1,141.869,4,songwriter
0e8nrvls4Qqv5Rfa2UhqmO,Lil Nas X,MONTERO,THATS WHAT I WANT,87,143901,True,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,4,pop
4pHvXWVi6JHiKS6DvkG0pc,JB;IMAN,Trilogin,Ett Paradis Utan Änglar,36,176843,True,0.773,0.473,11,-8.978,0,0.0466,0.0734,0.0,0.148,0.302,99.973,4,swedish
4JsjeOfvN5zzni6LVw4yLl,Annie Lennox;African Children's Choir,Weihnachtslieder 2022,Universal Child,0,254320,False,0.516,0.172,0,-12.172,1,0.0264,0.767,0.0,0.113,0.152,78.018,4,rock
1xXHqqOBxJRrUj0U65drBu,Coone;Da Tweekaz,Tweekay16 - The Ultimate Collection,D.W.X. (10 Years Dirty Workz Mix),23,321967,False,0.537,0.952,0,-3.72,1,0.0676,0.00723,0.054,0.307,0.335,149.955,4,hardstyle
6F1VmuzOgcOxaj4idJKU9i,Joan Sebastian,Norteño,Traficante De Besos,47,149884,False,0.745,0.69,7,-8.903,1,0.0355,0.396,0.00213,0.141,0.964,106.149,4,r-n-b
4xWirulal0kGikFE3WSU75,Bring Me The Horizon,POST HUMAN: SURVIVAL HORROR,Ludens,58,280151,False,0.294,0.679,8,-6.182,1,0.152,0.000551,5.13e-05,0.165,0.383,198.03,3,metalcore
4aQ1otVH5RkvygLElyaW7j,Paul Young,No Parlez,Love of the Common People - Remastered,51,240733,False,0.731,0.666,9,-9.568,1,0.0725,0.149,3.35e-06,0.102,0.865,90.836,4,synth-pop
6mpBr9UYuDNzKMlHa2TI4o,Omar Apollo;Daniel Caesar,Trending Pop,Invincible,0,216160,False,0.555,0.474,6,-11.706,0,0.0668,0.224,0.00426,0.162,0.262,134.89,4,soul
0ICwVvXOLKKzSvs3QKJtYx,Caillou,Les chansons de Caillou,Jai appris à nager!,33,75000,False,0.907,0.403,0,-11.401,1,0.0894,0.644,0.0,0.0782,0.921,142.062,4,children
1EW9pciPvzE2Jcu3herUCe,Osvaldo Pugliese,"Para Bailar, Vol. 1",Derecho Viejo,17,136080,False,0.559,0.262,1,-10.374,1,0.0436,0.949,0.908,0.0988,0.705,122.469,4,tango
5L97hj2bkpg7QRn8KWVbHm,Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky,Mozart - Inspiring Classics,Eight Minuets K.315g - orch. Erik Smith: No. 7 in A,2,93000,False,0.475,0.232,9,-15.271,1,0.0631,0.94,0.0077,0.25,0.848,162.884,3,classical
7gdGFqMtL5XFHRP36N2Qdb,yaeow,don't overthink it,"always, and forever (with my little sister)",41,98666,False,0.576,0.408,10,-13.33,1,0.0303,0.882,0.765,0.182,0.0761,90.058,4,sad
4oaOiFsrOQFqRnIU3hg3cM,Seven Lions;Myon;Shane 54;Tove Lo,Worlds Apart,Strangers,49,204120,False,0.577,0.706,0,-7.421,0,0.0404,0.0147,2.56e-06,0.128,0.458,129.974,4,dubstep
3q2URclxH5kXPn2vou2jS1,Roberto Jordan,Para Que No Me Olvides,Mary Es Mi Amor,30,195709,False,0.41,0.563,4,-9.204,1,0.0299,0.354,0.0,0.194,0.565,201.714,4,rock-n-roll
0fRQGN6XS01UzZbKNj6sQp,Bandalos Chinos,Cállame,Cállame,44,187693,False,0.697,0.873,7,-7.422,0,0.0451,0.241,0.00291,0.358,0.899,144.203,4,alt-rock
5L8R2cyft2HfQ1IlfVAbcz,Sultan + Shepard,"Something, Everything",Salta,63,222250,False,0.653,0.604,7,-10.177,0,0.0327,0.0448,0.908,0.255,0.0768,119.98,4,electronic
1uWxXVpl4ZXFT7d6CH7LBS,Michael Bublé,Pop Hits Now,I'll Never Not Love You,0,218390,False,0.492,0.791,11,-5.045,1,0.0703,0.00816,1.87e-05,0.11,0.585,144.363,4,j-pop
1qKP3CI2fKa5HsHntg7GVn,Confess,Back to My Future,Quit the Addict (Re-Recorded),0,279693,False,0.183,0.871,1,-4.108,0,0.0583,2.88e-06,0.716,0.112,0.485,114.793,3,iranian
7ogigweSsNAvKdzxIhahoE,Foy Vance,Feeling Good - Adult Pop Favorites,Coco,0,150613,False,0.65,0.282,11,-14.003,1,0.123,0.785,0.00106,0.081,0.641,81.223,4,british
0oZHDlna27ZrvR3fslT32i,Horace Andy,Serious Times,Your Friend,30,239760,False,0.757,0.518,2,-7.812,0,0.254,0.0519,0.0,0.119,0.626,148.189,4,dub
1j0cYTlC0yvSc2ickkpn2M,Ondi Vil;Mishaal,Scars,Scars,52,96190,False,0.475,0.395,7,-15.182,0,0.265,0.872,0.86,0.0926,0.202,173.946,3,chill
1kQ0aj0mnjd5xKrYKLZo64,ILLENIUM;Foy Vance,ASCEND,Blood (with Foy Vance),43,248000,False,0.358,0.896,4,-4.547,0,0.159,0.083,0.0014,0.372,0.1,75.192,4,dub
3cbSwpMhYwcwijm3d0J1uJ,Ritviz,Mimmi,Taj,49,169508,False,0.67,0.685,1,-9.029,0,0.0631,0.278,3.56e-06,0.103,0.689,159.942,4,indie
2LhaQUFez282XCuTDSTDcV,Vũ.,Một Vạn Năm,Cô Ta,60,214500,False,0.398,0.377,9,-7.564,1,0.027,0.737,0.00016,0.136,0.215,145.909,4,singer-songwriter
1OEN5wnzICsfdDOGbwaAdb,VAX,Riptide,Riptide,63,137130,False,0.484,0.18,6,-11.075,1,0.0417,0.795,0.0,0.266,0.257,76.969,1,swedish
69FiPptnZd9ovg2tEJgBkN,Fresco Trey;Lil Tjay,Feel Good (feat. Lil Tjay),Feel Good (feat. Lil Tjay),59,150142,True,0.755,0.545,5,-7.017,0,0.129,0.251,0.0,0.117,0.517,90.004,4,sad
6Rp9xHx6X5JgZMTXIcRCEY,Infraction,Freaky,Freaky,33,202105,False,0.66,0.962,9,-3.221,1,0.0363,0.00028,0.93,0.346,0.694,113.987,4,club
4XnOAcX5K9XojJC5o0MlqT,"Sarah, the Illstrumentalist",No Traffic in LA,Finally Out,7,130634,False,0.725,0.632,6,-11.681,0,0.0358,0.103,0.951,0.0847,0.312,122.983,4,study
7DCVTLzUHbfJ2gOUHOCyYu,Marcelo Falcão;Filipe Ret,Louco pra Voltar,Louco pra Voltar,44,234450,False,0.707,0.83,4,-4.98,0,0.214,0.291,0.0,0.259,0.739,75.028,4,reggae
6NDg4EyQE5lalcCEEpytsM,Buddy Holly,Giant,"(Ummmm, Oh Yeah) Dearest",56,113066,False,0.548,0.493,1,-11.052,1,0.0282,0.577,0.0195,0.13,0.568,115.24,4,rock-n-roll
3uYHZugj4xhuDFeAMObBzd,Wax Tailor;Rosemary Standley,Misery,Misery,17,195691,False,0.581,0.544,10,-8.802,0,0.085,0.0135,0.00144,0.239,0.457,75.057,4,trip-hop
2g5coyhRjRZQxPFkKYACY9,Germaine Franco,Encanto (Deutscher Original Film-Soundtrack),Familienzusammenhalt,20,75160,False,0.576,0.248,2,-19.584,0,0.0383,0.778,0.912,0.12,0.0383,119.092,3,disney
2p3hIfkLDE8AN2fvR3woq4,Jorge Muñiz;Marco Antonio Muñiz,Serenata,"Popurrí ""Los Tres Ases""",41,334533,False,0.484,0.448,10,-6.952,1,0.0454,0.731,0.0,0.0737,0.607,80.43,4,r-n-b
4XS8FAMUIOAEqkj1EASfjd,George Jones,The Grand Tour,Once You've Had the Best - Single Version,20,158626,False,0.474,0.254,7,-14.144,1,0.0258,0.917,0.0001,0.133,0.455,89.789,4,honky-tonk
3vc1sGOGAVxhx8S1kERqyn,The Prodigy,"Always Outnumbered, Never Outgunned",You'll Be UNDER MY WHEELS,51,236973,False,0.672,0.944,4,-5.214,0,0.0761,0.0102,0.9,0.321,0.382,114.015,4,techno
27hF5Hpy2p6RZmJh9x1W4G,Los Teen Tops,La Gran Coleccion Del 60 Aniversario CBS - Los Teen Tops,Presumida (High Class Baby),34,127306,False,0.531,0.809,0,-6.945,1,0.067,0.419,0.0,0.105,0.891,90.884,4,rockabilly
3VzGCVwgAcb02DXs8ORuDz,Beenie Man,Fyah on Ice Riddim,Pepper Light,3,187925,False,0.675,0.8,11,-4.87,0,0.358,0.141,0.0,0.214,0.834,103.618,4,reggae
6m4ffJi2J4hFS3OSn7Y2fO,Hermetica,Acido Argentino,De Pismanta a Baucacheta,24,190493,False,0.439,0.782,9,-10.893,1,0.0383,0.000367,0.885,0.07,0.711,116.182,4,heavy-metal
2BAON45rMWhGPXp0o7SSHk,Kemuel,Kemuel Live Session,Transformados,25,271500,False,0.536,0.639,7,-4.866,0,0.157,0.736,0.0,0.42,0.777,132.106,4,groove
6BO1F7s14ZehAecywx99G6,Jota Quest,Saideira Acústico Sessions,Todas as Janelas,47,267333,False,0.582,0.561,9,-7.068,1,0.0293,0.0687,2.13e-05,0.0829,0.412,82.969,4,brazil
5YqXPRA1ErLjJ9UZCJxJyG,Dream Flows,Ever So Slightly,If Only I Could Fly,64,107977,False,0.156,0.0883,7,-31.389,1,0.037,0.937,0.883,0.117,0.0732,137.199,5,sleep
4Z0MZsT09o9t6RdYa0pTNx,Memphis La Blusera,"Cosa de Hombres, Vol. 1",Se Necesita,34,422613,False,0.578,0.672,7,-6.975,1,0.0421,0.158,0.0,0.362,0.58,128.997,4,blues
5tQ2Zd9ZZ80feVfXje7gWk,Billy Joel,Live at Yankee Stadium,"The Downeaster 'Alexa' - Live at Yankee Stadium, Bronx, NY - June 1990",35,283506,False,0.396,0.847,9,-4.808,0,0.0634,0.0458,0.0,0.983,0.501,93.607,4,piano
4NJgTHFLJKCu1Y4XVwlHKw,Kelly Lee Owens,Let It Go / Omen,Omen,18,242079,False,0.795,0.528,0,-18.218,1,0.0617,0.757,0.964,0.112,0.192,125.007,4,minimal-techno
7dbO1k9ryxPFJG0fvYBffu,Kumar Sanu;Alka Yagnik,"Bollywood Music - Kumar Sanu At His Best, Vol. 2","Ek Din Aap (From ""Yes Boss"")",65,266066,False,0.462,0.375,4,-13.184,1,0.0309,0.642,0.0,0.189,0.612,145.35,3,pop-film
679WNDJNeWz3tvO4ffrDqA,O Rappa,O Rappa - Acústico Oficina Francisco Brennand (Deluxe) [Ao Vivo],Monstro invisível - Ao vivo,44,237725,False,0.594,0.958,10,-5.51,0,0.058,0.107,0.00306,0.921,0.548,102.308,4,r-n-b
5fwSHlTEWpluwOM0Sxnh5k,Farruko,Pepas,Pepas,86,287120,True,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,4,reggaeton
7vguMCv8uVuZLiQJ156u3Z,Sam Tinnesz;Yacht Money,Play with Fire (feat. Yacht Money),Play with Fire (feat. Yacht Money),76,180690,False,0.573,0.539,2,-6.091,0,0.0322,0.0162,1.16e-05,0.105,0.39,75.012,4,rock
29bZ3bs505KcwIVqWFOPBS,J Balvin;Bad Bunny,Clásicos de ahora: Perreo,LA CANCIÓN,0,242573,False,0.756,0.646,7,-5.795,1,0.319,0.152,1.81e-05,0.108,0.429,176.088,4,latin
563SfWAHJs4FBZMkRN0IFN,Adele,25,Send My Love (To Your New Lover),72,223078,False,0.688,0.533,6,-8.363,0,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,4,soul
6f55xvTZcV1R4oc9NBzR6W,Nima A.M.,Resultant Vector,The Ego,0,306000,False,0.59,0.839,11,-4.945,0,0.0512,0.000726,0.876,0.116,0.138,124.015,4,iranian
3MaeCWnHuw0yTdWi0tPPRv,Los Antiguos,Madera Prohibida,El Hombre Que No Se Puede Ir,20,276897,False,0.336,0.988,9,-4.817,0,0.094,1.12e-05,0.00781,0.376,0.172,101.611,4,heavy-metal
3x6YqYPI1lFl8cPSsYLVmU,Matheus & Kauan,Na Praia 2 (Ao Vivo),Se Amasse Ele - Ao Vivo,46,186759,False,0.565,0.63,0,-6.012,1,0.0398,0.306,0.0,0.744,0.499,112.857,4,sertanejo
7vMu7nV5zDDn7yk353Stcn,Jean-Philippe Rameau;Lóránt Najbauer;Purcell Choir;Orfeo Orchestra;Gyorgy Vashegyi,"Rameau: Les fêtes d'Hébé, RCT 41","Les fêtes d'Hébé, RCT 41, Act I Scene 5: Revenez, tendre amant, embellissez ces lieux",20,99133,False,0.25,0.135,6,-19.923,0,0.0442,0.973,5.42e-06,0.128,0.21,95.505,3,opera
0THcY95QscSs9NlATIgoMI,Mr.Children,シフクノオト,Any,43,306133,False,0.631,0.643,3,-5.528,1,0.0299,0.12,0.0,0.0892,0.502,114.883,4,j-rock
4KtgvmeeJ83iRxHc9QrBmf,Elvis Presley,ELVIS (Original Motion Picture Soundtrack),Suspicious Minds (Film Edit),59,377586,False,0.284,0.801,7,-9.981,1,0.0639,0.000687,0.00326,0.888,0.521,136.943,4,rock-n-roll
1FvDJ9KGxcqwv1utyPL3JZ,The Smiths,The Smiths,This Charming Man - 2011 Remaster,77,162920,False,0.611,0.846,11,-5.9,1,0.0436,0.00509,0.0,0.0784,0.751,103.912,4,punk-rock
0uXKvyCtukUSVFfHo7YFdV,The Viper;Korsakoff,Temptation,Temptation - Original Mix,30,268279,True,0.566,0.963,0,-3.439,1,0.0903,0.132,4.57e-06,0.379,0.38,160.068,4,techno
14o6crwwu4mZ9BN6RDOuMw,Andy Bar,Mallorca 2015 - Die mega Mallorca Hits für die XXL Schlager 2016 Party bis 2017,Wir sind wieder da - L'amour Toujours,25,198000,False,0.705,0.97,2,-2.275,1,0.0299,0.126,4.27e-06,0.267,0.969,139.966,4,party
6QUrYDqnSpdEuTIsdv0BiR,Nat King Cole,Santa Claus Is Coming To Town,Joy To The World - Remastered 1999,0,84986,False,0.553,0.337,10,-10.334,1,0.0303,0.818,0.0,0.113,0.664,102.213,4,jazz
2xG2IpH5h0cOTdNq6rHjju,Danny & The Juniors,Boppin' At the Hop,Rock and Roll Is Here to Stay,26,147892,False,0.673,0.72,7,-9.306,1,0.0376,0.734,0.0,0.377,0.887,97.764,4,rockabilly
0yUzLcpAqxbXWc3WIPAXsG,Waverider,Rockin Ur Mind,Be As One - CD Version,21,249594,False,0.371,0.854,5,-5.4,1,0.0399,0.0668,0.000463,0.204,0.0378,75.001,4,hardstyle
5Ms7TnzfvUT4FVFc2vR3CL,Alvaro Diaz;Rauw Alejandro,Homecoming Latin Party,Problemón,0,193013,False,0.729,0.737,2,-3.727,0,0.064,0.275,7.58e-06,0.137,0.369,91.99,4,latino
1my3zKoxmeNpOn0ltcTT5S,Turma do Pagode,Misturadin (Ao Vivo),Sobrenatural / Eu Nunca Amei Assim - Ao Vivo,50,300316,False,0.564,0.763,9,-7.544,1,0.0304,0.762,0.0,0.896,0.865,83.959,4,pagode
53uxAeBIAeTNYvhlHH3zir,Yello,Alternative Christmas 2022,Jingle Bells - Single Version,0,177640,False,0.666,0.64,7,-14.057,1,0.0427,0.058,0.000986,0.128,0.422,129.998,4,techno
5XgHgpN6ojgWyYZcUd2J3W,Burnt By The Sun,Soundtrack to the Personal Revolution,Shooter McGavin,12,168013,False,0.182,0.943,8,-4.036,1,0.0931,1.18e-05,0.887,0.047,0.285,85.678,4,grindcore
2S8xyNRJX1XQdo3qnTuovI,The Beatles,Abbey Road (Remastered),Maxwell's Silver Hammer - Remastered 2009,58,207920,False,0.764,0.426,2,-11.045,1,0.0405,0.629,0.000119,0.132,0.726,131.12,4,british
7ySh3j4kcq2mtxfjshPJSG,Don Williams,Lord I Hope This Day Is Good,"Lord, I Hope This Day Is Good - Single Version",57,249906,False,0.526,0.388,2,-17.983,1,0.029,0.252,0.00137,0.114,0.702,173.82,4,country
3ZIBwxUv06Sb0sVoKmZI96,Jesse Rice,The Pirate Sessions IV,Laid Back 9 to 5,21,245453,False,0.659,0.626,5,-7.771,1,0.0311,0.174,0.0325,0.0634,0.507,78.987,4,guitar
6keFQcq0rbK9Lm5bLcSkUC,Jubiläumscast Wien 2012,Elisabeth - Gesamtaufnahme Live - Jubiläumsfassung,"Mama, wo bist du?",27,194773,False,0.345,0.245,2,-17.01,1,0.0702,0.891,2.75e-06,0.922,0.342,70.102,4,show-tunes
4QPyH4yu9SxdFU17ucbIWE,Yonder Mountain String Band,Elevation,On the Run,21,229493,False,0.505,0.671,0,-10.34,1,0.0328,0.591,0.124,0.323,0.961,160.67,4,bluegrass
4hR3hQKELrARHNZJ51D14s,Rezz;Grabbitz,Someone Else,Someone Else,60,198947,False,0.644,0.349,2,-5.315,0,0.0364,0.206,3.36e-05,0.125,0.246,94.971,4,electronic
6Qq8lIoV6gHc77GSjacOHP,AA Apres-Ski!,Apres-Ski Lawine 2010,Er hat ein knallrotes Gummiboot,29,208946,False,0.779,0.98,4,-4.86,1,0.0429,0.166,0.0,0.338,0.891,129.996,4,disco
7rDZ4nCDVmaKrJeJacR0ih,Fejká;Marie Angerer,Infinity,Infinity (feat. Marie Angerer),45,252633,False,0.578,0.547,9,-12.526,0,0.032,0.564,0.853,0.112,0.0679,120.022,4,ambient
1FNvrp5K02oThumS6gllzp,The Chemical Brothers,Dig Your Own Hole,Block Rockin' Beats,49,313666,False,0.558,0.982,10,-3.125,0,0.063,0.0227,0.522,0.117,0.69,109.369,4,breakbeat
63Tsq3tqiZIOW9XHaDT3gi,Los Bunkers,Modo trabajación,Quién Fuera,0,218120,False,0.446,0.814,9,-3.421,1,0.0306,0.000682,0.000814,0.101,0.554,138.112,4,alternative
1jKYhH2LpyOpfCDfklX9oc,PXNDX,Sangre Fría,Pasar Desapercibido,41,182773,False,0.296,0.947,6,-3.766,1,0.0705,0.0382,0.000254,0.198,0.573,176.043,4,punk-rock
3YNuIpKlMbdi47VdQmOEq2,Maneva,Tempo de Paz,Não Vá Dizer Que Não,48,224156,False,0.52,0.571,5,-8.423,0,0.0333,0.692,2.01e-06,0.17,0.399,96.081,4,brazil
6ZkeNE5zlcl13PbnzXdw38,Charlie Brown Jr.,Acústico (Ao Vivo),Tudo Pro Alto - Ao Vivo,48,184093,False,0.474,0.983,10,-5.498,0,0.0598,0.0182,0.000128,0.691,0.725,92.68,4,hard-rock
7eVu6eHWxdnQwCpTC2o3ZN,Charli XCX;Rina Sawayama,Hit After Hit,Beg for You,0,168053,False,0.788,0.945,9,-5.091,1,0.0599,0.223,2.97e-06,0.115,0.466,128.036,4,electro
4Gq82P39Ul6xFOuZyaByvN,Almafuerte,Toro y Pampa (Remasterizado 2021),De la Escuelita,25,210132,False,0.203,0.977,11,-4.15,0,0.0979,0.000539,0.0,0.149,0.427,165.342,4,heavy-metal
2QrspK7VdYoB5QSr7clIrN,Francisco Canaro Y Su Orquesta Tipica,Aquí parado en la esquina (Remastered),Milonga criolla - Remastered,17,181329,False,0.506,0.318,1,-13.272,1,0.202,0.982,0.758,0.167,0.816,167.693,4,tango
0bo1p4mHN913d1MgixiHLo,For Revenge;Wira Nagara,Get Closer with For Revenge,Perayaan Patah Hati,36,292250,False,0.586,0.405,4,-14.292,0,0.079,0.451,1.93e-05,0.196,0.263,119.794,4,emo
3oMU1p4h2mL2YG6TbRzXOi,Lost Stories;KASYAP;Yashraj,Notes from Therapy,Peace Of Mind,52,186845,False,0.733,0.406,9,-9.351,1,0.0808,0.434,0.0,0.115,0.47,148.959,4,indian
0Qn0i8df7Q76ej3RAXAtI2,Bob Sinclar;Cutee B.;DollarMan;Big Ali;Makedah,Rock This Party (Everybody Dance Now),Rock This Party - Everybody Dance Now,68,245466,False,0.893,0.823,5,-3.708,0,0.122,0.0714,0.0,0.0509,0.902,128.009,4,disco
2tqf8PLiMPoO69jTmOavK8,Gabriel Brito,A Mensagem da Cruz,A Mensagem da Cruz,42,237882,False,0.458,0.231,8,-18.767,1,0.0293,0.875,0.0541,0.107,0.104,84.997,4,gospel
6o2wGRkAjJwfsa11OD1lir,Ben Lukas Boysen;Sebastian Plano,Everything,Eisenach,15,319266,False,0.181,0.25,0,-21.355,1,0.0441,0.661,0.923,0.105,0.0388,74.385,4,idm
2uGos1lTJU2Qd6UpPyRJSP,blink-182,Обратно в клас - rock,I Miss You,4,227813,False,0.652,0.766,11,-6.481,1,0.0345,0.000761,6.34e-06,0.0739,0.641,110.011,4,punk
6MT5BRtVm18LrgqSrLnJuG,Gunna,"#Multiverse, If the Multiverse Is Real",Banking on Me,0,200000,True,0.793,0.308,0,-10.414,0,0.0466,0.613,1.68e-05,0.0953,0.46,135.143,4,hip-hop
6DLwrGu5U3A6RbRbWUcUF5,Giuseppe Verdi;Rolando Villazón;Anna Netrebko;Wiener Philharmoniker;Carlo Rizzi,Verdi: La Traviata,"La traviata / Act II: ""Che fai?"" ""Nulla""",23,148600,False,0.28,0.208,5,-20.158,1,0.0521,0.941,0.0002,0.41,0.241,90.477,4,opera
527SR1b4bqUhBpdcZjU9kQ,Sarcófago,The Laws of Scourge,Midnight Queen,31,375666,False,0.258,0.804,2,-8.187,1,0.0441,5.71e-05,0.768,0.173,0.145,120.728,4,death-metal
59smUNTnh5UlGfMjgS4GNf,Porta;Isusko;Sbrv,Equilibrio,Acción y Reacción 1.5,28,333732,False,0.779,0.872,6,-6.411,0,0.263,0.154,0.0,0.0983,0.741,96.108,4,spanish
10LCC2yUHBXPoGLRoOi0w8,Don Diablo;Zak Abel,pov: it's 2020,Bad,0,169910,True,0.794,0.774,0,-4.168,1,0.081,0.445,0.0101,0.172,0.674,123.981,4,progressive-house
0WKDzn96q4kY1Bpd9ExnkX,Zedd;Foxes,Beginner Ride (Sweat & Burn),Clarity,2,271426,False,0.509,0.781,8,-3.48,1,0.0721,0.0391,0.0,0.0749,0.176,128.002,4,german
7d6LFeAUDkppWAEKE8gFQd,Sterling Void,It’s Alright (feat. Paris Brightledge),It’s Alright (feat. Paris Brightledge) - Radio Edit,9,241855,False,0.654,0.857,9,-6.245,0,0.0408,0.0029,0.000844,0.147,0.687,120.331,4,chicago-house
2yPhGXiLZJrzqy6v7Km4WQ,Far Out,Origin,Origin,41,193591,False,0.319,0.865,2,-3.7,1,0.107,0.19,0.699,0.0823,0.164,153.962,4,dubstep
6pzajB527j45Vn3eYt8XeV,Beshenitar,Around the 13 Sins,Immature Wizards,0,355478,True,0.357,0.984,5,-8.15,0,0.221,0.0868,1.38e-05,0.0772,0.0329,119.805,4,iranian
5BiS6PxemC60bAn6CZmacz,Oyh!,Pass The Dessert,Pass The Dessert,25,84981,False,0.727,0.227,4,-17.031,0,0.285,0.637,0.59,0.158,0.383,134.916,4,study
65lzU29K7uXLHxJNI70d4Z,Cö Shu Nie,give it back,give it back,48,214880,False,0.492,0.581,1,-5.922,1,0.047,0.471,0.0,0.0509,0.351,100.033,4,anime
2Fpbt4UYV8mYYNOlq5Imor,Planet Hemp,A Invasão do Sagaz Homem Fumaça,Raprockandrollpsicodeliahardcoragga,40,233373,False,0.639,0.886,1,-4.982,1,0.387,0.0413,0.0,0.212,0.837,99.512,4,punk-rock
1JTDSEyewEX9CTEcZnOcRX,Dzp,Bhangra - Single,Bhangra,34,333913,False,0.46,0.8,1,-7.835,1,0.061,0.0163,0.412,0.105,0.111,103.5,3,trance
66StBiNf3hpDuwsm1UtyLx,Serge Legran,Bugatti,Bugatti,42,161488,False,0.776,0.811,9,-5.578,0,0.135,0.349,0.346,0.25,0.408,110.093,4,groove
7zHnrqnWNZLBmLhLwj3i7c,GAMPER & DADONI;Dewain Whitmore,Perfect (For Somebody Else) [feat. Dewain Whitmore],Perfect (For Somebody Else) [feat. Dewain Whitmore],50,169633,False,0.685,0.744,10,-6.73,1,0.0431,0.146,0.0,0.352,0.578,128.036,4,deep-house
65byhZ5ZXDoNm0EnskedHr,Shogo Hamada,The History of Shogo Hamada“Since 1975”,丘の上の愛,35,304000,False,0.635,0.5,2,-6.979,1,0.03,0.303,1.04e-05,0.136,0.208,80.926,4,j-rock
1tlrTC3x7viJ1U30oOFGdF,Lil Peep,"Come Over When You're Sober, Pt. 1",Better Off (Dying),68,154814,False,0.521,0.763,3,-4.693,1,0.0408,0.00835,0.0,0.155,0.197,75.036,4,emo
005U5ZHLoA4OEkWewAa32S,Dropdead,Discography 1991-1993,Strength In Your Conviction,14,56200,False,0.268,0.968,4,-11.194,1,0.102,0.00435,0.779,0.37,0.402,107.06,4,grindcore
6PiqrFllMQIGYey4qOLj3Z,George Jones;Tammy Wynette,George Jones and Tammy Wynette - 16 Biggest Hits,Keep the Change,12,176266,False,0.455,0.215,0,-14.38,1,0.0305,0.853,1.82e-05,0.2,0.488,103.47,4,honky-tonk
2DgaPZppYXSYGCaBceXfTw,Sunbeam Sound Machine,Wonderer,In Your Arms,58,279349,False,0.332,0.786,3,-4.112,1,0.0334,0.0295,0.941,0.418,0.444,139.988,4,garage
2uuMXKKmdXrY2XxsqTsGp0,Led Zeppelin,Mothership (Remastered),Immigrant Song - Remaster,57,146746,False,0.567,0.931,11,-10.361,1,0.0544,0.0119,0.159,0.342,0.623,112.948,4,hard-rock
78DwRIo6Vj6wqteyerGetr,John Mayer,Continuum,The Heart of Life,63,198200,False,0.495,0.238,1,-11.026,1,0.03,0.958,0.0118,0.0875,0.357,175.958,4,songwriter
0IKFxQz9YhhnibrGnGSeUw,Little River Band,On air 70's Hits,Reminiscing - Remastered,2,253080,False,0.362,0.466,7,-11.257,1,0.0403,0.65,0.00589,0.132,0.342,189.141,4,country
2tBtUOQczJY6aqIPBZWKY7,Malon,Espíritu Combativo,Fábula de la Avestruz y el Jabalí,27,245478,False,0.28,0.977,9,-4.9,0,0.165,4.08e-05,0.00387,0.605,0.453,151.075,4,heavy-metal
